C_H_F_per_m2,c_ion_M,g,lambda_D_nm,phi_RP_V
0.03522411185206789,0.00010528011937674228,1.5020902148043913,29.639737432301267,-0.12006683099728455
0.03614208774080653,0.00010528011937674228,1.541236201101835,29.639737432301267,-0.12129814618834579
0.03708398700725428,0.00010528011937674228,1.5814023712924266,29.639737432301267,-0.12252273329249852
0.03805043311876804,0.00010528011937674228,1.6226153123975788,29.639737432301267,-0.12374024545095741
0.03904206579089289,0.00010528011937674228,1.6649023043232993,29.639737432301267,-0.12495034445520274
0.04005954141080645,0.00010528011937674228,1.7082913379174698,29.639737432301267,-0.12615270107765092
0.04110353347179829,0.00010528011937674228,1.7528111334977026,29.639737432301267,-0.12734699537999852
0.04217473301907252,0.00010528011937674228,1.7984911598620594,29.639737432301267,-0.12853291699879507
0.043273849107168444,0.00010528011937674228,1.84536165379521,29.639737432301267,-0.1297101654078892
0.044401609269301874,0.00010528011937674228,1.893453640082932,29.639737432301267,-0.1308784501574846
0.045558759998938235,0.00010528011937674228,1.9427989520482216,29.639737432301267,-0.13203749108963161
0.046746067243915654,0.00010528011937674228,1.993430252622582,29.639737432301267,-0.13318701853007012
0.047964316913445666,0.00010528011937674228,2.045381055966465,29.639737432301267,-0.1343267734564241
0.049214315398326595,0.00010528011937674228,2.0986857496531486,29.639737432301267,-0.13545650764283307
0.05049689010471456,0.00010528011937674228,2.153379617430765,29.639737432301267,-0.136575983781188
0.0518128900018047,0.00010528011937674228,2.209498862577514,29.639737432301267,-0.1376849755792148
0.05316318618378582,0.00010528011937674228,2.2670806318655443,29.639737432301267,-0.138783267835726
0.05454867244644013,0.00010528011937674228,2.326163040149368,29.639737432301267,-0.13987065649342953
0.055970265878769444,0.00010528011937674228,2.386785195595047,29.639737432301267,-0.14094694866975147
0.057428907470040265,0.00010528011937674228,2.4489872255669107,29.639737432301267,-0.1420119626661922
0.0589255627326485,0.00010528011937674228,2.5128103031888767,29.639737432301267,-0.143065527956792
0.06046122234121722,0.00010528011937674228,2.578296674598011,29.639737432301267,-0.14410748515633676
0.06203690278834947,0.00010528011937674228,2.6454896869083275,29.639737432301267,-0.14513768596898258
0.06365364705747104,0.00010528011937674228,2.714433816903361,29.639737432301267,-0.146155993118021
0.06531252531320789,0.00010528011937674228,2.7851747004764933,29.639737432301267,-0.14716228025754707
0.06701463560975568,0.00010528011937674228,2.8577591628385197,29.639737432301267,-0.1481564318668247
0.0687611046177102,0.00010528011937674228,2.932235249512473,29.639737432301267,-0.14913834312817462
0.07055308836983959,0.00010528011937674228,3.0086522581361828,29.639737432301267,-0.15010791978923366
0.07239177302629196,0.00010528011937674228,3.0870607710936486,29.639737432301267,-0.15106507801045432
0.07427837565974559,0.00010528011937674228,3.1675126889968253,29.639737432301267,-0.15200974419872906
0.07621414506102046,0.00010528011937674228,3.2500612650399723,29.639737432301267,-0.15294185482803407
0.07820036256568516,0.00010528011937674228,3.334761140249314,29.639737432301267,-0.15386135624799452
0.08023834290220583,0.00010528011937674228,3.4216683796513414,29.639737432301267,-0.15476820448127532
0.08232943506219863,0.00010528011937674228,3.5108405093836903,29.639737432301267,-0.1556623650107004
0.08447502319336207,0.00010528011937674228,3.602336554773174,29.639737432301267,-0.15654381255699862
0.08667652751568014,0.00010528011937674228,3.696217079406172,29.639737432301267,-0.1574125308480651
0.08893540526150227,0.00010528011937674228,3.792544225217221,29.639737432301267,-0.15826851238061657
0.09125315164012293,0.00010528011937674228,3.891381753622355,29.639737432301267,-0.15911175817510292
0.09363130082749914,0.00010528011937674228,3.9927950877244363,29.639737432301267,-0.15994227752472132
0.09607142698176102,0.00010528011937674228,4.09685135561838,29.639737432301267,-0.16076008773935788
0.09857514528518768,0.00010528011937674228,4.203619434824984,29.639737432301267,-0.16156521388526046
0.10114411301333776,0.00010528011937674228,4.313169997882714,29.639737432301267,-0.16235768852122184
0.1037800306320427,0.00010528011937674228,4.425575559127681,29.639737432301267,-0.16313755143202613
0.10648464292298906,0.00010528011937674228,4.5409105226927515,29.639737432301267,-0.16390484935988373
0.10925974013863421,0.00010528011937674228,4.659251231757549,29.639737432301267,-0.16465963573455145
0.11210715918722058,0.00010528011937674228,4.7806760190819775,29.639737432301267,-0.16540197040280386
